Artist and Title,Streams,Daily
Justin Timberlake - Cry Me a River,"50,25,01,799","2,53,538"
Jack Johnson - Banana Pancakes,"50,23,51,750","2,12,152"
Drake - Way 2 Sexy,"50,22,45,309","2,79,948"
Rita Ora - Let You Love Me,"50,22,39,509","98,300"
Feid - Normal,"50,21,17,928","9,52,627"
Ed Sheeran - Give Me Love,"50,11,58,818","1,15,830"
System Of A Down - B.Y.O.B.,"50,10,35,277","3,05,386"
Radiohead - No Surprises,"50,08,60,716","6,15,207"
Dolly Parton - 9 to 5,"50,08,37,579","3,37,859"
OneRepublic - Lose Somebody,"50,05,40,226","1,41,166"
Ozuna - SÃ­guelo Bailando,"50,04,09,098","1,59,062"
YOASOBI - å¤ã«é§ãã,"50,02,77,969","3,50,499"
One Direction - They Don't Know About Us,"49,96,13,051","1,85,364"
Daryl Hall & John Oates - Rich Girl,"49,94,34,589","4,54,186"
Kendrick Lamar - PRIDE.,"49,94,10,958","6,29,587"
"Shakira - Whenever, Wherever","49,88,04,910","4,30,140"
Chase Atlantic - Friends,"49,87,91,124","5,12,840"
Buffalo Springfield - For What It's Worth,"49,87,29,479","4,56,263"
Rupert Holmes - Escape (The Pina Colada Song),"49,87,13,107","3,11,812"
Chris Brown - Loyal,"49,86,80,423","1,80,189"
Bad Bunny - La Corriente,"49,83,21,714","4,27,262"
Taylor Swift - Bad Blood,"49,81,43,477","6,62,673"
Lizzo - Juice,"49,80,52,294","1,37,100"
Demi Lovato - Stone Cold,"49,78,00,292","1,00,727"
Adele - Chasing Pavements,"49,77,24,054","3,95,985"
Black Eyed Peas - GIRL LIKE ME,"49,66,52,117","1,66,901"
Hombres G - DevuÃ©lveme a mi chica,"49,65,64,798","4,33,853"
Gorillaz - On Melancholy Hill,"49,63,52,906","2,78,513"
Lana Del Rey - Brooklyn Baby,"49,63,51,802","5,89,400"
Incubus - Drive,"49,62,44,861","3,08,345"
Ozuna - Dile Que Tu Me Quieres,"49,61,98,202","2,26,808"
Florence + The Machine - You've Got The Love,"49,59,09,561","3,50,913"
Lil Uzi Vert - Just Wanna Rock,"49,58,69,860","7,71,398"
Nick Jonas - Jealous,"49,58,67,657","2,60,229"
Lifehouse - You And Me,"49,53,76,253","2,24,390"
Ziv Zaifman - A Million Dreams,"49,52,84,708","1,64,637"
Zedd - Happy Now,"49,52,81,644","68,546"
Foo Fighters - Learn to Fly,"49,49,95,252","3,38,884"
KAROL G - EL MAKINON,"49,48,94,889","2,38,746"
Astrid S - Hurts So Good,"49,47,43,709","2,44,403"
The Offspring - Self Esteem,"49,43,65,398","4,55,292"
Morat - Besos En Guerra,"49,40,17,041","3,05,031"
Avenged Sevenfold - Hail to the King,"49,37,27,875","2,54,924"
Lana Del Rey - West Coast,"49,33,46,318","8,57,873"
Shania Twain - Man! I Feel Like A Woman!,"49,31,36,485","3,14,782"
2Pac - Hit 'Em Up,"49,27,65,224","5,08,542"
Carrie Underwood - Before He Cheats,"49,27,01,516","4,27,723"
DJ Khaled - GREECE,"49,26,31,109","2,47,062"
Queen - Radio Ga Ga,"49,25,41,188","2,45,174"
Daddy Yankee - La Rompe Corazones,"49,23,51,657","1,16,978"
Eagle-Eye Cherry - Save Tonight,"49,22,32,143","2,75,874"
Ed Maverick - Fuentes de Ortiz,"49,20,76,521","3,12,346"
Wolfine - Bella,"49,18,70,021","1,30,525"
Camila Cabello - Crying in the Club,"49,18,04,532","97,462"
NF - The Search,"49,11,63,532","3,40,400"
James Hype - Ferrari,"49,10,78,884","5,81,962"
Kordhell - Murder In My Mind,"49,10,57,999","8,59,660"
Metallica - One (Remastered),"49,10,57,379","3,32,283"
T.I. - Live Your Life,"49,08,03,175","2,17,009"
Selena Gomez - Bad Liar,"49,07,06,016","83,332"
Little Mix - Woman Like Me,"49,04,07,316","83,039"
Taylor Swift - Love Story (Taylorâs Version),"49,02,44,234","10,15,134"
SHAED - Trampoline,"48,97,81,931","1,67,530"
Amy Winehouse - Valerie,"48,97,31,388","2,04,126"
Labrinth - Mount Everest,"48,95,19,830","4,88,757"
Rauw Alejandro - 2/Catorce,"48,93,89,094","1,99,179"
Lil Wayne - A Milli,"48,90,85,033","2,88,616"
Lykke Li - I Follow Rivers,"48,88,69,599","2,75,287"
NLE Choppa - Walk Em Down,"48,88,60,177","3,08,782"
U2 - Beautiful Day,"48,87,55,406","2,74,564"
Ozuna - Caramelo,"48,87,28,780","91,344"
Blue Ãyster Cult - (Don't Fear) The Reaper,"48,82,04,660","2,36,898"
Harry Styles - Kiwi,"48,80,02,373","2,12,312"
Rauw Alejandro - El Efecto,"48,78,95,513","3,28,868"
Diddy - I'll Be Missing You,"48,74,35,934","3,56,295"
Morgan Wallen - Chasin' You,"48,74,09,121","5,11,842"
Chris Isaak - Wicked Game,"48,72,93,457","4,55,670"
Luke Bryan - Play It Again,"48,70,62,472","2,30,455"
Soulja Boy - Crank That (Soulja Boy),"48,69,49,508","2,56,091"
Billie Eilish - listen before i go,"48,69,47,644","2,43,207"
Kelly Clarkson - Underneath the Tree,"48,66,68,743","52,471"
"Earth, Wind & Fire - Let's Groove","48,64,99,144","2,58,202"
Dwayne Johnson - You're Welcome,"48,62,85,318","2,55,656"
Lil Skies - Nowadays,"48,61,46,988","65,403"
Bishop Briggs - River,"48,60,45,517","2,05,303"
Taylor Swift - Paper Rings,"48,59,51,643","7,60,953"
Pearl Jam - Even Flow,"48,59,39,211","3,33,728"
Thirty Seconds To Mars - The Kill,"48,58,91,867","3,35,773"
Chance the Rapper - No Problem,"48,54,74,154","66,198"
The Weeknd - In The Night,"48,54,32,647","2,83,994"
Peso Pluma - PRC,"48,53,70,111","9,96,655"
"Fall Out Boy - Dance, Dance","48,50,94,265","3,45,725"
AminÃ© - REEL IT IN,"48,50,03,309","2,07,319"
Meghan Trainor - Dear Future Husband,"48,49,44,155","2,24,894"
Selena Gomez - The Heart Wants What It Wants,"48,47,39,792","2,27,157"
Logic - Homicide,"48,47,24,031","1,75,070"
NewJeans - OMG,"48,46,80,549","9,25,289"
A$AP Rocky - L$D,"48,46,64,869","1,47,158"
Louis Armstrong - What A Wonderful World,"48,43,39,052","3,14,087"
Cutting Crew - (I Just) Died In Your Arms,"48,37,45,375","3,66,996"
Kygo - Happy Now,"48,36,12,671","80,311"
Calvin Harris - Under Control,"48,31,08,103","2,32,616"
BLACKPINK - Lovesick Girls,"48,30,35,016","3,05,042"
"Tyler, The Creator - NEW MAGIC WAND","48,27,68,687","4,59,602"
Lauren Daigle - You Say,"48,27,65,513","2,28,323"
Christina Perri - Jar of Hearts,"48,23,82,462","1,75,234"
Rihanna - Rude Boy,"48,21,14,669","3,77,533"
Band Aid - Do They Know It's Christmas?,"48,20,93,847","12,268"
Avril Lavigne - Sk8er Boi,"48,20,88,282","2,87,017"
Rauw Alejandro - CÃºrame,"48,18,73,469","3,67,701"
Sebastian Yatra - No Hay Nadie MÃ¡s,"48,18,67,875","2,39,275"
Adele - Oh My God,"48,18,67,704","3,93,239"
Britney Spears - Womanizer,"48,18,56,692","2,81,437"
Drake - The Motto,"48,17,85,054","2,59,206"
Pia Mia - Do It Again,"48,13,64,992","1,42,455"
Taylor Swift - Karma,"48,05,48,005","14,88,608"
Kanye West - Homecoming,"48,04,44,617","6,09,217"
The Doobie Brothers - Listen to the Music,"48,03,86,862","3,20,520"
Starship - We Built This City,"48,03,68,876","2,63,981"
Billie Eilish - my boy,"48,03,07,187","1,51,585"
Sia - Genius,"48,00,75,942","3,61,877"
Post Malone - Hollywood's Bleeding,"47,99,18,900","2,93,617"
*NSYNC - Bye Bye Bye,"47,98,30,416","2,39,706"
Justin Bieber - Eenie Meenie,"47,98,24,600","3,77,697"
CÃ©line Dion - My Heart Will Go On,"47,94,96,125","2,22,304"
The Killers - Human,"47,93,62,347","2,37,038"
Limp Bizkit - Break Stuff,"47,92,30,238","5,17,673"
BROCKHAMPTON - SUGAR,"47,89,15,013","1,08,815"
Playboi Carti - wokeuplikethis*,"47,88,62,796","1,74,802"
David Guetta - This One's for You,"47,87,74,513","73,008"
Jessie J - Price Tag,"47,86,87,841","3,48,101"
XXXTENTACION - I Don't Wanna Do This Anymore,"47,84,13,887","2,55,927"
Arctic Monkeys - Arabella,"47,82,95,293","2,98,536"
Steppenwolf - Born To Be Wild,"47,81,95,568","2,87,268"
David Guetta - Play Hard,"47,80,63,767","2,61,645"
Jonas Brothers - Only Human,"47,77,60,621","1,79,637"
Pitbull - Fireball,"47,75,53,955","2,69,297"
Cardi B - Please Me,"47,75,04,769","2,60,833"
Niall Horan - Too Much To Ask,"47,73,79,807","83,132"
The Paper Kites - Bloom,"47,73,18,125","3,38,986"
Sasha Alex Sloan - Dancing With Your Ghost,"47,72,52,923","3,65,635"
Michael BublÃ© - Holly Jolly Christmas,"47,71,99,880","40,890"
Justin Timberlake - Rock Your Body,"47,70,58,153","4,85,570"
The Beach Boys - Wouldn't It Be Nice,"47,68,70,640","2,46,244"
Ramz - Barking,"47,68,11,198","1,41,868"
Piso 21 - Me Llamas,"47,67,82,773","1,37,542"
Taylor Swift - Midnight Rain,"47,64,58,411","7,58,717"
Rema - Calm Down,"47,63,91,994","5,87,809"
Don Henley - The Boys Of Summer,"47,63,61,872","3,21,208"
Bad Bunny - DespuÃ©s de la Playa,"47,63,13,738","2,98,940"
Twenty One Pilots - Tear in My Heart,"47,61,18,223","2,66,644"
Pearl Jam - Alive,"47,60,88,371","2,34,250"
Kesha - Praying,"47,58,36,179","97,790"
Taylor Swift - Gorgeous,"47,56,73,589","5,65,351"
SZA - Snooze,"47,56,49,347","18,77,905"
Ariana Grande - pov,"47,55,57,278","2,25,594"
Rammstein - Du hast,"47,54,94,678","3,23,341"
21 Savage - Runnin,"47,54,39,049","6,44,054"
BLACKPINK - BOOMBAYAH,"47,54,01,059","2,48,281"
Crowded House - Don't Dream It's Over,"47,50,80,295","3,82,476"
Trippie Redd - 1400 / 999 Freestyle,"47,44,54,836","1,84,788"
Muse - Supermassive Black Hole,"47,43,55,136","3,21,566"
Post Malone - Feeling Whitney,"47,40,73,941","2,03,794"
Unknown - Forever Young,"47,40,01,972",
Justin Timberlake - Say Something,"47,39,88,423","1,17,631"
Timmy Trumpet - Freaks,"47,38,33,922","2,12,141"
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,"47,37,62,160","17,498"
Ricky Montgomery - Line Without a Hook,"47,36,52,725","3,07,131"
James Arthur - Falling Like The Stars,"47,35,81,613","1,60,862"
"All Time Low - Dear Maria, Count Me In","47,35,79,194","2,50,797"
Christmas Hits - Frank Sinatra,"47,33,59,124","9,231"
Dan + Shay - Speechless,"47,33,42,411","1,61,288"
OneRepublic - Run,"47,31,85,525","3,47,752"
Bad Bunny - Una Vez,"47,30,73,490","3,94,665"
Dua Lipa - We're Good,"47,29,14,171","1,87,529"
Ellie Goulding - On My Mind,"47,27,44,374","83,455"
Deep Purple - Smoke On The Water,"47,23,01,900","2,40,616"
Guns N' Roses - Don't Cry (Original),"47,21,87,540","3,63,659"
New West - Those Eyes,"47,17,18,324","12,16,104"
DJ Snake - You Know You Like It,"47,17,17,172","1,44,287"
Luis Miguel - La Incondicional,"47,15,58,525","3,69,699"
Kanye West - All Falls Down,"47,14,33,909","5,83,808"
Jonas Brothers - What A Man Gotta Do,"47,13,90,807","1,70,272"
Rels B - A MÃ­,"47,13,42,525","6,05,913"
Jarabe De Palo - La flaca,"47,13,37,205","3,06,391"
"Lauv - fuck, i'm lonely","47,11,08,107","77,339"
50 Cent - Just A Lil Bit,"47,10,40,666","3,82,625"
Armin van Buuren - Blah Blah Blah,"47,09,78,987","1,87,629"
Jack Harlow - Tyler Herro,"47,09,14,702","3,42,884"
Tory Lanez - The Color Violet,"47,05,87,160","11,99,790"
FISHER - Losing It,"47,02,79,954","2,32,827"
Daryl Hall & John Oates - Maneater,"47,02,59,902","4,08,139"
Calboy - Envy Me,"47,01,77,464","97,454"
Rex Orange County - Loving Is Easy,"47,01,74,478","1,32,128"
Famous Dex - JAPAN,"47,00,39,103","77,594"
Drake - Donât Matter To Me,"47,00,35,953","1,09,116"
Starship - Nothing's Gonna Stop Us Now,"46,97,69,539","3,96,354"
Al Green - Let's Stay Together,"46,95,73,076","2,58,324"
Mumford & Sons - The Cave,"46,93,31,587","2,00,058"
SZA - Broken Clocks,"46,92,15,340","4,38,307"
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),"46,91,07,263","4,49,427"
Camila Cabello - Liar,"46,88,68,144","83,120"
Nickelback - Rockstar,"46,87,02,640","2,49,383"
Kanye West - I Wonder,"46,83,71,882","9,28,243"
Kane Brown - What Ifs,"46,82,87,436","1,65,690"
La Oreja de Van Gogh - Rosas,"46,80,36,746","5,70,622"
Taylor Swift - Getaway Car,"46,80,30,148","9,04,231"
Taylor Swift - Wildest Dreams (Taylor's Version),"46,79,81,807","7,97,060"
XXXTENTACION - NUMB,"46,78,59,685","1,53,612"
The Cardigans - Lovefool,"46,77,37,730","4,74,814"
2Pac - Changes,"46,76,65,097","2,70,207"
Childish Gambino - Me and Your Mama,"46,76,04,575","4,83,463"
Alexander 23 - IDK You Yet,"46,73,38,570","2,15,722"
Billie Eilish - COPYCAT,"46,66,32,120","1,56,482"
Super Yei - La Forma en Que Me Miras,"46,62,85,621","2,85,828"
Juice WRLD - Black & White,"46,62,22,334","1,55,046"
Camilo - Favorito,"46,60,02,262","92,653"
Reik - Amigos Con Derechos,"46,58,63,070","1,53,469"
GoldLink - Crew,"46,57,58,964","3,25,299"
NLE Choppa - Camelot,"46,55,22,231","2,15,360"
Linkin Park - Bleed It Out,"46,52,53,720","3,81,748"
Kanye West - Runaway,"46,50,89,991","3,97,391"
IAmChino - Ay Mi Dios,"46,48,92,504","96,952"
Alexandra Stan - Mr. Saxobeat,"46,46,73,973","3,33,148"
Michael Sembello - Maniac,"46,44,99,240","3,27,161"
Billie Eilish - my strange addiction,"46,40,78,677","1,63,730"
Nelly Furtado - Say It Right,"46,37,24,046","5,73,845"
Lil Wayne - Mirror,"46,34,38,530","2,33,292"
2 Chainz - It's A Vibe,"46,34,04,338","76,036"
Arctic Monkeys - Snap Out Of It,"46,33,73,109","4,15,164"
Ayo & Teo - Rolex,"46,33,37,684","1,37,757"
Ava Max - My Head & My Heart,"46,33,06,659","2,40,949"
HVME - Goosebumps,"46,32,71,173","1,50,349"
Twenty One Pilots - Chlorine,"46,30,01,514","1,79,925"
Dave - Location,"46,29,78,800","3,58,419"
MARINA - Bubblegum Bitch,"46,29,05,132","3,28,955"
G-Eazy - I Mean It,"46,24,27,121","1,13,056"
Metallica - The Unforgiven (Remastered),"46,22,61,056","2,50,625"
J Balvin - Ginza,"46,20,62,974","1,84,768"
Ashnikko - Daisy,"46,20,58,657","1,92,879"
John Lennon - Happy Xmas (War Is Over),"46,20,39,048","40,530"
J Balvin - Morado,"46,20,24,840","88,608"
Nate Dogg - Regulate,"46,19,73,056","2,37,106"
Warren G - Regulate,"46,19,73,056","2,37,106"
Nacho - BÃ¡ilame,"46,18,38,080","1,23,982"
Lil Tecca - Love Me,"46,17,79,932","2,86,147"
Hotel Ugly - Shut up My Moms Calling,"46,17,33,385","12,81,425"
Trippie Redd - Miss The Rage,"46,16,56,390","2,91,502"
Alec Benjamin - Water Fountain,"46,15,84,764","2,21,718"
Taio Cruz - Break Your Heart,"46,15,45,521","3,73,254"
Carly Rae Jepsen - I Really Like You,"46,13,81,346","1,35,921"
Halsey - Now Or Never,"46,13,55,601","48,007"
Timbaland - Apologize,"46,12,60,940","4,25,914"
Drake - Energy,"46,12,28,711","1,81,196"
Romeo Santos - Eres MÃ­a,"46,09,61,158","3,26,630"
Selena Gomez - Fetish,"46,09,58,882","2,69,476"
J Balvin - UN PESO,"46,08,97,838","4,02,197"
J Balvin - Azul,"46,08,43,642","1,12,235"
Pop Smoke - Invincible,"46,06,96,115","3,88,055"
George Harrison - My Sweet Lord,"46,05,13,671","2,08,249"
Andy Grammer - Don't Give Up On Me,"46,04,54,012","1,82,395"
t.A.T.u. - All The Things She Said,"46,03,81,479","3,00,398"
"Ciara - One, Two Step","46,02,14,829","2,30,623"
Amy Winehouse - Rehab,"45,99,91,939","2,23,259"
Drake - Started From the Bottom,"45,99,66,577","1,91,219"
Three Days Grace - Animal I Have Become,"45,99,61,140","2,61,166"
Machine Gun Kelly - I Think I'm OKAY,"45,98,30,902","1,44,144"
House Of Pain - Jump Around,"45,96,51,163","2,48,699"
Dusty Springfield - Son of a Preacher Man,"45,95,90,686","3,74,644"
Andy Grammer - Fresh Eyes,"45,92,76,646","1,00,869"
Joji - worldstar money (interlude),"45,88,92,348","3,74,385"
Cosculluela - Madura,"45,88,75,169","5,00,649"
Evanescence - My Immortal,"45,86,94,426","2,37,021"
Carlos Baute - Colgando en tus manos (con Marta SÃ¡nchez),"45,84,92,471","3,79,854"
Billie Eilish - bitches broken hearts,"45,84,29,231","1,65,861"
Doja Cat - Like That,"45,83,37,640","2,22,797"
Selena Gomez - Baila Conmigo,"45,82,48,032","1,14,786"
Lady Gaga - Applause,"45,80,13,485","3,10,607"
Linkin Park - Crawling,"45,79,81,548","3,21,312"
Elle King - Ex's & Oh's,"45,79,22,805","1,62,906"
Bad Bunny - Soy Peor,"45,78,76,090","1,99,089"
Farruko - La TÃ³xica,"45,78,41,608","87,331"
Vacations - Young,"45,78,31,251","4,47,975"
Migos - T-Shirt,"45,70,56,280","79,451"
Ice Cube - You Know How We Do It,"45,67,84,001","4,38,410"
Feid - Classy 101,"45,65,37,033","25,64,059"
SZA - The Weekend,"45,62,93,484","2,49,590"
XXXTENTACION - BAD!,"45,60,50,000","2,50,498"
George Michael - Faith,"45,59,88,677","3,23,681"
"Flo Rida - I Don't Like It, I Love It","45,55,69,432","60,602"
Roar - I Can't Handle Change,"45,50,88,802","3,59,834"
JosÃ© GonzÃ¡lez - Heartbeats,"45,50,83,268","2,20,907"
Bon Jovi - Always,"45,50,35,069","2,59,372"
Ozuna - El Farsante,"45,48,34,938","2,62,591"
Ozuna - TÃº Foto,"45,47,05,045","1,46,870"
SYML - Where's My Love,"45,42,76,588","4,23,422"
BeyoncÃ© - Partition,"45,42,24,776","1,80,864"
Eminem - When I'm Gone,"45,40,94,977","1,56,679"
Twenty One Pilots - Car Radio,"45,39,45,688","1,02,516"
Bobby Shmurda - Hot N*gga,"45,38,81,226","1,54,324"
Yiruma - River Flows In You,"45,38,56,558","1,34,751"
Taylor Swift - champagne problems,"45,36,68,389","5,56,457"
A Boogie Wit da Hoodie - My Shit,"45,36,45,580","3,61,666"
Camila Cabello - Don't Go Yet,"45,35,65,680","2,27,604"
Pitbull - Hotel Room Service,"45,33,31,613","4,07,985"
Lil Uzi Vert - Sanguine Paradise,"45,30,61,674","1,05,504"
Kendrick Lamar - Poetic Justice,"45,29,82,515","2,32,338"
Future - Fine China,"45,29,39,448","1,18,913"
Ginuwine - Pony,"45,28,73,754","1,78,506"
Romeo Santos - Bella y Sensual,"45,27,43,650","1,69,268"
benny blanco - Roses,"45,25,98,586","87,847"
David Guetta - Like I Do,"45,24,19,566","68,957"
Kali Uchis - After The Storm,"45,23,79,129","5,51,501"
The Kid LAROI - GO,"45,23,49,104","1,32,680"
The Smiths - There Is a Light That Never Goes Out,"45,21,84,270","4,50,605"
Mura Masa - Love$ick,"45,20,95,318","1,79,841"
Lil Wayne - Lollipop,"45,16,78,051","3,33,822"
Flo Rida - Club Can't Handle Me,"45,15,19,263","4,56,634"
Jeremy Zucker - all the kids are depressed,"45,09,21,052","1,38,887"
21 Savage - ball w/o you,"45,08,60,925","6,03,666"
Quality Control - Baby,"45,08,04,046","3,03,042"
Nicki Minaj - Super Freaky Girl,"45,07,84,650","4,66,449"
Hailee Steinfeld - Capital Letters,"45,05,90,665","1,08,761"
Calvin Harris - I Need Your Love,"45,04,93,679","1,62,855"
Lil Wayne - 6 Foot 7 Foot,"45,03,13,515","2,09,906"
Robbie Williams - Angels,"45,02,17,405","2,54,502"
Jennifer Lopez - On The Floor,"44,99,26,695","4,16,980"
ABBA - Mamma Mia,"44,98,96,852","3,35,994"
Nelly - Hot In Herre,"44,98,34,842","3,66,591"
Bad Bunny - Otra Noche en Miami,"44,98,15,488","2,71,318"
Rvssian - NostÃ¡lgico,"44,97,59,116","2,76,643"
Kane Brown - Heaven,"44,95,64,457","1,69,776"
Drake - 0 To 100 / The Catch Up,"44,89,36,279","1,36,061"
Myke Towers - Si Se Da,"44,87,86,639","2,71,670"
Calvin Harris - Sweet Nothing,"44,86,91,577","2,09,713"
NF - If You Want Love,"44,85,37,248","1,70,536"
Kygo - First Time,"44,82,73,350","70,891"
Luke Combs - Beer Never Broke My Heart,"44,82,24,021","3,67,906"
ROSALÃA - BESO,"44,80,29,473","16,17,238"
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,"44,79,95,273","53,830"
Vance Joy - Mess Is Mine,"44,79,56,885","1,56,005"
Ella Mai - Trip,"44,78,66,333","1,92,744"
Jennifer Lopez - Ain't Your Mama,"44,78,27,839","1,22,554"
Bob Marley & The Wailers - Jamming,"44,77,21,622","2,77,089"
Tropical Florida - Club Can't Handle Me,"44,74,19,246","2,94,364"
Pink Floyd - Money,"44,73,30,456","1,96,300"
Justin Bieber - Boyfriend,"44,72,84,962","3,21,507"
J. Cole - Neighbors,"44,72,55,852","1,79,490"
Norman Greenbaum - Spirit In The Sky,"44,72,50,730","2,28,769"
Zara Larsson - Ain't My Fault,"44,71,01,878","87,469"
Kenny Loggins - Danger Zone,"44,68,99,537","2,93,702"
Matt Simons - Catch & Release,"44,68,32,799","1,63,346"
Lady Gaga - Paparazzi,"44,65,96,559","4,45,373"
Polo G - 21,"44,64,95,724","2,27,414"
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],"44,64,09,199","9,58,017"
Social House - Magic In The Hamptons,"44,62,51,968","1,62,921"
Vance Joy - Georgia,"44,61,20,812","1,37,380"
Sech - RelaciÃ³n,"44,60,85,967","1,06,385"
T.I. - Whatever You Like,"44,59,18,816","2,22,538"
Lil Jon & The East Side Boyz - Get Low,"44,59,04,451","2,82,073"
6ix9ine - GOOBA,"44,52,77,900","1,02,330"
Khalid - Saved,"44,52,56,803","61,261"
The Pointer Sisters - I'm So Excited,"44,51,77,757","2,76,436"
CNCO - Hey DJ,"44,51,75,240","68,627"
The Fray - You Found Me,"44,50,80,096","1,81,616"
Pop Smoke - Element,"44,50,09,610","3,67,372"
Bad Bunny - Solo de Mi,"44,46,90,840","1,55,647"
"Roy Orbison - Oh, Pretty Woman","44,46,08,967","3,04,851"
The Rare Occasions - Notion,"44,45,61,250","4,93,181"
Daft Punk - Get Lucky,"44,43,23,811","1,99,695"
The Chainsmokers - Sick Boy,"44,42,21,296","74,634"
Sebastian Yatra - Chica Ideal,"44,40,93,155","1,61,553"
Sam Cooke - (What A) Wonderful World,"44,39,40,098","3,20,708"
Roy Woods - Drama,"44,37,13,868","2,02,105"
The Black Keys - Lonely Boy,"44,34,86,160","2,57,335"
Labrinth - All For Us,"44,34,74,512","3,62,725"
Skrillex - Bangarang,"44,32,24,068","1,21,485"
RunâD.M.C. - Walk This Way,"44,31,41,950","2,83,769"
The Strokes - Reptilia,"44,31,07,065","2,77,347"
"Mobb Deep - Shook Ones, Pt. II","44,30,49,835","2,79,249"
Carolina GaitÃ¡n - La Gaita - We Don't Talk About Bruno,"44,30,19,726","2,13,330"
The Righteous Brothers - Unchained Melody,"44,29,62,071","3,11,844"
David Bowie - Heroes,"44,27,38,530","2,06,751"
Kanye West - All Mine,"44,25,04,133","2,39,148"
Juice WRLD - Empty,"44,23,14,999","1,74,847"
Gym Class Heroes - Cupid's Chokehold / Breakfast in America,"44,21,29,069","2,98,542"
Sean Paul - Get Busy,"44,20,84,540","3,30,037"
YNW Melly - 223's,"44,18,99,304","1,81,479"
Joel Corry - OUT OUT,"44,18,02,388","3,09,655"
Khalid - Coaster,"44,15,70,334","1,01,103"
NewJeans - Ditto,"44,14,22,038","7,73,494"
Omarion - Post to Be,"44,11,86,305","1,09,577"
Bad Bunny - WHERE SHE GOES,"44,10,15,917","25,18,916"
Gabry Ponte - Thunder,"44,09,75,564","4,16,549"
Shania Twain - You're Still The One,"44,08,92,572","2,57,380"
Joel Corry - BED,"44,08,63,755","1,78,698"
"Russ - Psycho, Pt. 2","44,08,00,448","1,34,717"
Jesse & Joy - Dueles,"44,07,93,877","3,83,938"
Daniel Caesar - Japanese Denim,"44,06,23,628","3,98,410"
Spin Doctors - Two Princes,"44,05,91,090","2,23,150"
Third Eye Blind - Semi-Charmed Life,"44,04,49,268","2,02,457"
Danny Ocean - Fuera del mercado,"44,04,38,825","4,21,517"
Slipknot - Before I Forget,"44,02,55,879","2,78,894"
Eminem - Shake That,"44,00,79,352","2,86,239"
Libianca - People,"44,00,36,109","12,13,597"
Luke Combs - She Got the Best of Me,"43,99,09,329","4,27,886"
Shakira - Can't Remember to Forget You,"43,93,36,881","2,76,877"
Diplo - Heartless,"43,91,43,236","3,75,009"
21 Savage - No Heart,"43,90,13,895","1,74,555"
J Balvin - In Da Getto,"43,83,37,950","2,12,972"
Eminem - Sing For The Moment,"43,82,01,214","3,04,881"
The Weeknd - Take My Breath,"43,81,80,593","1,17,115"
Ingratax - ParÃ­s,"43,81,51,773","4,13,555"
Sum 41 - In Too Deep,"43,80,12,143","2,57,507"
The Weeknd - Acquainted,"43,80,07,765","1,98,414"
Daddy Yankee - Limbo,"43,79,97,684","2,74,083"
Ed Sheeran - Kiss Me,"43,79,32,643","86,793"
The Notorious B.I.G. - Mo Money Mo Problems,"43,78,89,969","2,36,027"
Billie Eilish - Six Feet Under,"43,75,61,444","1,70,056"
John Mayer - Slow Dancing in a Burning Room,"43,75,17,113","1,69,567"
Grupo Frontera - NO SE VA,"43,74,47,219","5,54,438"
Taylor Swift - the 1,"43,73,64,807","5,24,171"
BTS - Spring Day,"43,72,58,550","1,84,594"
Pop Smoke - Got It On Me,"43,70,02,390","2,64,999"
Lil Peep - beamer boy,"43,69,57,633","1,91,884"
Jessie J - Domino,"43,69,01,433","2,78,124"
Adele - Skyfall,"43,67,68,727","6,27,181"
Dire Straits - Money For Nothing,"43,65,67,953","2,67,659"
Cheat Codes - Let Me Hold You (Turn Me On),"43,63,80,433","43,830"
Young Thug - Relationship,"43,63,17,214","88,338"
Bad Bunny - NI BIEN NI MAL,"43,62,35,489","1,11,454"
The Human League - Don't You Want Me,"43,60,95,840","3,27,266"
Radiohead - Karma Police,"43,59,12,738","2,92,715"
OneRepublic - Wherever I Go,"43,58,18,185","1,32,060"
Meghan Trainor - Me Too,"43,57,47,597","1,94,649"
Stromae - Papaoutai,"43,56,71,542","2,01,766"
Jason Derulo - Wiggle,"43,55,93,934","76,035"
System Of A Down - Lonely Day,"43,47,34,833","4,12,197"
Reik - Ya Me EnterÃ©,"43,47,19,362","2,54,974"
Hozier - Cherry Wine,"43,46,89,283","1,77,834"
Junior H - El Azul,"43,45,10,518","15,50,240"
Fujii Kaze - Shinunoga E-Wa,"43,43,96,883","6,06,403"
Black Eyed Peas - Meet Me Halfway,"43,43,26,658","3,35,893"
David Guetta - Dangerous,"43,42,04,325","79,883"
Kanye West - Can't Tell Me Nothing,"43,41,51,157","5,15,429"
Katy Perry - Part Of Me,"43,37,16,618","3,52,861"
Norah Jones - Don't Know Why,"43,36,86,791","2,43,638"
NEIKED - Better Days,"43,34,92,109","2,49,884"
Nicki Minaj - Anaconda,"43,34,22,378","1,71,529"
Michael Jackson - Don't Stop 'Til You Get Enough,"43,32,13,096","2,18,559"
Galantis - Heartbreak Anthem,"43,31,95,794","2,46,065"
Maren Morris - The Bones,"43,31,84,478","1,33,193"
Tame Impala - Let It Happen,"43,29,48,615","4,47,372"
